epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_r2_epoch,train_r2_step,train_rmse_epoch,train_rmse_step,val_loss,val_r2,val_rmse
,0.001,0,,,,,,,,,
0,,9,,641.0770874023438,,-7.087645530700684,,25.053186416625977,,,
0,,19,,666.8361206054688,,-6.5581769943237305,,25.528545379638672,,,
0,,29,,695.1723022460938,,-6.172769546508789,,26.06300926208496,,,
0,,39,,723.1078491210938,,-8.122783660888672,,26.54278564453125,,,
0,,49,,669.24267578125,,-6.789489269256592,,25.573974609375,,,
0,,59,,660.274658203125,,-5.882261276245117,,25.398773193359375,,,
0,,69,,741.0223388671875,,-6.780725479125977,,26.931045532226562,,,
0,,73,,,,,,,693.8627319335938,-7.0955891609191895,26.02606964111328
0,,73,715.2430419921875,,-7.025540828704834,,26.420419692993164,,,,
,0.001,74,,,,,,,,,
1,,79,,771.5332641601562,,-6.317655086517334,,27.412490844726562,,,
1,,89,,676.9251098632812,,-6.5562543869018555,,25.753620147705078,,,
1,,99,,814.51025390625,,-7.171950817108154,,28.23160171508789,,,
1,,109,,631.32763671875,,-6.434096336364746,,24.85715103149414,,,
1,,119,,761.0635375976562,,-5.69879674911499,,27.191442489624023,,,
1,,129,,607.905517578125,,-5.543760299682617,,24.33765411376953,,,
1,,139,,550.0335693359375,,-7.242328643798828,,23.215185165405273,,,
1,,147,,,,,,,662.14013671875,-6.729726791381836,25.42472267150879
1,,147,680.5660400390625,,-6.637003421783447,,25.755342483520508,,,,
,0.001,148,,,,,,,,,
2,,149,,727.660400390625,,-6.17457389831543,,26.63761329650879,,,
2,,159,,717.4390869140625,,-6.145660400390625,,26.39143943786621,,,
2,,169,,670.3153686523438,,-5.002079963684082,,25.496440887451172,,,
2,,179,,656.832763671875,,-5.87654972076416,,25.2694149017334,,,
2,,189,,602.7640380859375,,-5.072856903076172,,24.219013214111328,,,
2,,199,,529.4493408203125,,-5.4380340576171875,,22.641727447509766,,,
2,,209,,640.2308959960938,,-5.8669328689575195,,25.03361701965332,,,
2,,219,,528.084228515625,,-6.07241678237915,,22.695960998535156,,,
2,,221,,,,,,,599.4445190429688,-5.982539176940918,24.174480438232422
2,,221,633.3284301757812,,-6.162826061248779,,24.834232330322266,,,,
,0.001,222,,,,,,,,,
3,,229,,620.9898071289062,,-6.587392807006836,,24.61199951171875,,,
3,,239,,638.6089477539062,,-6.371125221252441,,24.98247528076172,,,
3,,249,,646.7608032226562,,-4.817234039306641,,25.117359161376953,,,
3,,259,,706.0814208984375,,-7.99467134475708,,26.309307098388672,,,
3,,269,,657.5721435546875,,-5.851506233215332,,25.309049606323242,,,
3,,279,,641.7838745117188,,-9.007685661315918,,25.027355194091797,,,
3,,289,,642.7720947265625,,-5.8885393142700195,,25.039321899414062,,,
3,,295,,,,,,,534.1123657226562,-5.2136759757995605,22.804893493652344
3,,295,577.1138916015625,,-5.503321170806885,,23.68581771850586,,,,
,0.001,296,,,,,,,,,
4,,299,,447.5925598144531,,-3.4735214710235596,,20.840534210205078,,,
4,,309,,502.0827941894531,,-4.573016166687012,,22.060466766357422,,,
4,,319,,475.5618896484375,,-5.179539680480957,,21.568294525146484,,,
4,,329,,564.55615234375,,-5.721643447875977,,23.45720672607422,,,
4,,339,,483.60296630859375,,-4.118962287902832,,21.669700622558594,,,
4,,349,,459.181640625,,-4.752333164215088,,21.121246337890625,,,
4,,359,,536.2296752929688,,-4.351348876953125,,22.862869262695312,,,
4,,369,,491.1218566894531,,-5.060110092163086,,21.846343994140625,,,
4,,369,,,,,,,462.4335021972656,-4.357501983642578,21.198116302490234
4,,369,513.572998046875,,-4.784727096557617,,22.329999923706055,,,,
,0.001,370,,,,,,,,,
5,,379,,487.0135803222656,,-5.322113037109375,,21.737701416015625,,,
5,,389,,448.31756591796875,,-4.361586570739746,,20.893390655517578,,,
5,,399,,431.0963134765625,,-3.4582531452178955,,20.488977432250977,,,
5,,409,,457.6522216796875,,-3.456040859222412,,21.1116886138916,,,
5,,419,,404.83416748046875,,-2.950486660003662,,19.831424713134766,,,
5,,429,,475.80865478515625,,-3.6885926723480225,,21.456501007080078,,,
5,,439,,374.599853515625,,-3.0331592559814453,,19.060176849365234,,,
5,,443,,,,,,,386.79193115234375,-3.4579758644104004,19.346315383911133
5,,443,441.7777404785156,,-3.91741681098938,,20.67156410217285,,,,
,0.001,444,,,,,,,,,
6,,449,,389.8752746582031,,-3.6881141662597656,,19.470855712890625,,,
6,,459,,325.1818542480469,,-2.827988862991333,,17.749937057495117,,,
6,,469,,376.46405029296875,,-3.0676426887512207,,19.0682373046875,,,
6,,479,,397.4840087890625,,-2.465674877166748,,19.584026336669922,,,
6,,489,,321.3181457519531,,-2.6968860626220703,,17.58265495300293,,,
6,,499,,307.0914611816406,,-2.5150322914123535,,17.176593780517578,,,
6,,509,,270.6484069824219,,-2.05253267288208,,16.165603637695312,,,
6,,517,,,,,,,319.7760314941406,-2.653299331665039,17.53994369506836
6,,517,364.2495422363281,,-3.050926923751831,,18.714065551757812,,,,
,0.001,518,,,,,,,,,
7,,519,,334.82867431640625,,-2.797616958618164,,17.997451782226562,,,
7,,529,,309.5193176269531,,-2.6976916790008545,,17.252779006958008,,,
7,,539,,283.9630432128906,,-2.338344097137451,,16.412456512451172,,,
7,,549,,263.50787353515625,,-1.3577123880386353,,15.92805290222168,,,
7,,559,,277.6686706542969,,-1.7434123754501343,,16.31510353088379,,,
7,,569,,263.87603759765625,,-1.232187271118164,,15.781038284301758,,,
7,,579,,306.0340576171875,,-2.2500033378601074,,17.130836486816406,,,
7,,589,,254.71621704101562,,-1.356545329093933,,15.510974884033203,,,
7,,591,,,,,,,244.43055725097656,-1.7649188041687012,15.280238151550293
7,,591,288.2138671875,,-2.1582295894622803,,16.60093116760254,,,,
,0.001,592,,,,,,,,,
8,,599,,302.98114013671875,,-2.2217307090759277,,17.01465606689453,,,
8,,609,,181.9539337158203,,-0.796062171459198,,13.208686828613281,,,
8,,619,,177.12713623046875,,-0.8122843503952026,,12.941022872924805,,,
8,,629,,269.1152648925781,,-2.643681049346924,,15.972780227661133,,,
8,,639,,171.18994140625,,-0.9492267966270447,,12.723247528076172,,,
8,,649,,209.62454223632812,,-1.3946800231933594,,14.033563613891602,,,
8,,659,,192.35704040527344,,-1.0559797286987305,,13.45037841796875,,,
8,,665,,,,,,,184.56593322753906,-1.0618175268173218,13.204265594482422
8,,665,220.63084411621094,,-1.3914133310317993,,14.440247535705566,,,,
,0.001,666,,,,,,,,,
9,,669,,197.46786499023438,,-0.9502774477005005,,13.717443466186523,,,
9,,679,,183.86538696289062,,-0.6620136499404907,,13.2249116897583,,,
9,,689,,169.67227172851562,,-0.7013169527053833,,12.694332122802734,,,
9,,699,,178.59169006347656,,-0.8075898885726929,,12.965816497802734,,,
9,,709,,164.4455108642578,,-0.5347371697425842,,12.40638542175293,,,
9,,719,,124.72428894042969,,-0.7138414978981018,,10.906217575073242,,,
9,,729,,100.94068908691406,,-0.0905805230140686,,9.748398780822754,,,
9,,739,,112.89977264404297,,-0.2352428436279297,,10.323373794555664,,,
9,,739,,,,,,,124.92711639404297,-0.3735530376434326,10.784895896911621
9,,739,161.27537536621094,,-0.7262013554573059,,12.246121406555176,,,,
,0.001,740,,,,,,,,,
10,,749,,124.64623260498047,,-0.4041561782360077,,10.790833473205566,,,
10,,759,,101.51036834716797,,-0.04778546094894409,,9.803619384765625,,,
10,,769,,127.71440887451172,,-0.05080437660217285,,10.902223587036133,,,
10,,779,,125.57176208496094,,-0.34614914655685425,,10.7935209274292,,,
10,,789,,118.9888916015625,,-0.23756134510040283,,10.526639938354492,,,
10,,799,,78.32870483398438,,0.03331226110458374,,8.590168952941895,,,
10,,809,,117.8603286743164,,-0.14364078640937805,,10.4644775390625,,,
10,,813,,,,,,,90.52613830566406,0.017636846750974655,9.10848331451416
10,,813,119.58979797363281,,-0.2597064971923828,,10.523051261901855,,,,
,0.001,814,,,,,,,,,
11,,819,,117.09394836425781,,-0.36043912172317505,,10.454625129699707,,,
11,,829,,89.2939453125,,-0.12355723977088928,,9.163785934448242,,,
11,,839,,62.59141540527344,,0.39023298025131226,,7.6419267654418945,,,
11,,849,,72.16111755371094,,0.15059894323349,,8.182198524475098,,,
11,,859,,81.80528259277344,,0.33160513639450073,,8.656417846679688,,,
11,,869,,72.60893249511719,,0.34725460410118103,,8.18842601776123,,,
11,,879,,92.09325408935547,,-0.042345017194747925,,9.180519104003906,,,
11,,887,,,,,,,64.91716766357422,0.2983901798725128,7.6953887939453125
11,,887,87.81977081298828,,0.0705782100558281,,8.975712776184082,,,,
,0.001,888,,,,,,,,,
12,,889,,44.27127456665039,,0.49086111783981323,,6.496485233306885,,,
12,,899,,64.32688903808594,,0.33290430903434753,,7.741186141967773,,,
12,,909,,97.70921325683594,,0.048666805028915405,,9.490955352783203,,,
12,,919,,45.011295318603516,,0.43548718094825745,,6.510583877563477,,,
12,,929,,45.12656784057617,,0.6159999370574951,,6.4791741371154785,,,
12,,939,,52.312599182128906,,0.49124687910079956,,7.0051469802856445,,,
12,,949,,81.44078826904297,,0.06444326043128967,,8.667280197143555,,,
12,,959,,50.308406829833984,,0.3873799443244934,,6.922982692718506,,,
12,,961,,,,,,,52.012306213378906,0.43840789794921875,6.819733619689941
12,,961,64.40679168701172,,0.32095056772232056,,7.6861371994018555,,,,
,0.001,962,,,,,,,,,
13,,969,,61.38933563232422,,0.44729578495025635,,7.540759086608887,,,
13,,979,,44.60197067260742,,0.5686800479888916,,6.44461727142334,,,
13,,989,,47.467159271240234,,0.5221477150917053,,6.695376873016357,,,
13,,999,,46.98699951171875,,0.25504571199417114,,6.635529518127441,,,
13,,1009,,81.69172668457031,,0.0901896059513092,,8.713907241821289,,,
13,,1019,,36.19166564941406,,0.617188036441803,,5.884008407592773,,,
13,,1029,,44.22359848022461,,0.5515743494033813,,6.551398277282715,,,
13,,1035,,,,,,,50.86225891113281,0.4458222985267639,6.56392765045166
