epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,train_r2_epoch,train_r2_step,train_rmse_epoch,train_rmse_step,val_loss,val_r2,val_rmse
,0.001,0,,,,,,,,,
0,,9,,702.1112060546875,,-5.3740553855896,,26.22810935974121,,,
0,,19,,631.1302490234375,,-7.943488121032715,,24.88265037536621,,,
0,,29,,776.4109497070312,,-5.801393508911133,,27.574939727783203,,,
0,,39,,788.0255126953125,,-7.059565544128418,,27.7801456451416,,,
0,,49,,735.8607177734375,,-6.440946578979492,,26.83563232421875,,,
0,,59,,706.8071899414062,,-6.5458784103393555,,26.315269470214844,,,
0,,69,,734.7033081054688,,-7.282459735870361,,26.758224487304688,,,
0,,73,,,,,,,687.2461547851562,-7.051383018493652,25.9307918548584
0,,73,722.1417846679688,,-7.161113739013672,,26.570293426513672,,,,
,0.001,74,,,,,,,,,
1,,79,,582.7805786132812,,-8.071589469909668,,23.87697982788086,,,
1,,89,,689.4562377929688,,-8.17951488494873,,25.961748123168945,,,
1,,99,,731.256103515625,,-7.340638160705566,,26.74959945678711,,,
1,,109,,688.7551879882812,,-7.01364278793335,,25.99506378173828,,,
1,,119,,787.2078247070312,,-9.787025451660156,,27.734756469726562,,,
1,,129,,592.9580688476562,,-8.57703685760498,,24.109737396240234,,,
1,,139,,620.0994262695312,,-5.210702419281006,,24.606231689453125,,,
1,,147,,,,,,,639.5360107421875,-6.491761207580566,25.012353897094727
1,,147,686.105224609375,,-6.77899694442749,,25.887832641601562,,,,
,0.001,148,,,,,,,,,
2,,149,,763.3062744140625,,-6.034397125244141,,27.30893325805664,,,
2,,159,,671.005126953125,,-7.606572151184082,,25.601131439208984,,,
2,,169,,698.8734741210938,,-6.969237327575684,,26.151294708251953,,,
2,,179,,669.8993530273438,,-6.267678260803223,,25.614267349243164,,,
2,,189,,643.2642822265625,,-5.460140228271484,,25.08261489868164,,,
2,,199,,607.11962890625,,-5.403739929199219,,24.394084930419922,,,
2,,209,,744.5430908203125,,-8.056807518005371,,26.979862213134766,,,
2,,219,,514.06591796875,,-5.248319625854492,,22.473533630371094,,,
2,,221,,,,,,,554.8199462890625,-5.478195667266846,23.278940200805664
2,,221,638.9669799804688,,-6.2873640060424805,,24.971529006958008,,,,
,0.001,222,,,,,,,,,
3,,229,,591.408935546875,,-7.154853343963623,,24.07444953918457,,,
3,,239,,528.2577514648438,,-5.695911407470703,,22.736351013183594,,,
3,,249,,550.967529296875,,-6.025359153747559,,23.24121856689453,,,
3,,259,,616.9528198242188,,-4.600103855133057,,24.59274673461914,,,
3,,269,,684.755615234375,,-6.775275230407715,,25.88994026184082,,,
3,,279,,492.8362731933594,,-4.389010429382324,,21.934614181518555,,,
3,,289,,572.598876953125,,-3.7163798809051514,,23.675701141357422,,,
3,,295,,,,,,,534.6231079101562,-5.243038654327393,22.847835540771484
3,,295,579.0770874023438,,-5.554405212402344,,23.761987686157227,,,,
,0.001,296,,,,,,,,,
4,,299,,570.6451416015625,,-4.331324577331543,,23.56157684326172,,,
4,,309,,516.8182373046875,,-5.829039573669434,,22.49308967590332,,,
4,,319,,447.6622314453125,,-3.94484281539917,,20.907180786132812,,,
4,,329,,491.217529296875,,-3.9392364025115967,,21.881473541259766,,,
4,,339,,567.7341918945312,,-5.214176654815674,,23.55514907836914,,,
4,,349,,503.5262451171875,,-4.868639945983887,,22.170499801635742,,,
4,,359,,416.6679992675781,,-3.7821877002716064,,20.136173248291016,,,
4,,369,,461.92596435546875,,-3.5851423740386963,,21.18406105041504,,,
4,,369,,,,,,,454.26953125,-4.284588813781738,21.039257049560547
4,,369,516.8933715820312,,-4.810617446899414,,22.422117233276367,,,,
,0.001,370,,,,,,,,,
5,,379,,417.24432373046875,,-2.4182064533233643,,20.134723663330078,,,
5,,389,,497.3373718261719,,-4.489734649658203,,22.000999450683594,,,
5,,399,,438.804931640625,,-3.6240603923797607,,20.68899917602539,,,
5,,409,,462.20477294921875,,-3.097357749938965,,21.12655258178711,,,
5,,419,,393.13311767578125,,-3.3813557624816895,,19.570436477661133,,,
5,,429,,446.16766357421875,,-4.691987037658691,,20.874195098876953,,,
5,,439,,428.6267395019531,,-3.7134735584259033,,20.404376983642578,,,
5,,443,,,,,,,389.3076477050781,-3.509162187576294,19.454153060913086
5,,443,443.7080383300781,,-3.9653096199035645,,20.762104034423828,,,,
,0.001,444,,,,,,,,,
6,,449,,486.71087646484375,,-3.985320568084717,,21.73931121826172,,,
